"Species","Common","IUIS Allergen","Type","Group","Length","GI#","First Version"
"Glycine max","Soybean","Unassigned","Food Plant","Gly m 5 Glycine Beta-conglycinin","639","169929","7"
"Glycine max","Soybean","Unassigned","Food Plant","Gly m 5 Glycine Beta-conglycinin","439","256427","7"
"Glycine max","Soybean","Gly m 1.0101","Aero Plant","Glycine Gly m 1","42","999355","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m 1","134","76782247","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m 1","119","76782249","7"
"Glycine max","Soybean","Gly m 2","Aero Plant","Glycine Gly m 2","20","1362049","7"
"Glycine max","Soybean","Gly m 3","Food Plant","Glycine Gly m 3","131","3021373","7"
"Glycine max","Soybean","Gly m 3","Food Plant","Glycine Gly m 3","131","3914435","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m 3","131","156938901","9"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m 4","158","134194","9"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m Bd 28K","473","12697782","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m Bd 28K","373","187766751","10"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m Bd 28K","373","187766749","10"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m Bd 28K","373","187766747","10"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m Bd 28K","455","187766755","10"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m Bd 30 kDa","379","129353","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m Bd 30 kDa","379","1199563","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Gly m Bd 30 kDa","379","3097321","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Glycinin G1","495","18615","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Glycinin G1","495","18635","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Glycinin G2","485","18609","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Glycinin G2","485","18637","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Glycinin G3","481","18639","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Glycinin G4","562","18641","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Glycinin G4","562","732706","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Glycinin G5","516","169969","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Glycinin G5","240","169971","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Major Gly 50 kDa allergen","17","85681057","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Trypsin inhibitor","217","18770","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Trypsin inhibitor","217","18772","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Trypsin inhibitor","216","256429","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Trypsin inhibitor","203","256635","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Trypsin inhibitor","204","256636","7"
"Glycine max","Soybean","Unassigned","Food Plant","Glycine Trypsin inhibitor","208","510515","7"
"Glycine soja","Soybean","Unassigned","Food Plant","Glycine Glycinin G4","563","806556","7"
"Glycine soja","Soybean","Unassigned","Food Plant","Glycine Glycinin G5","517","736002","7"
"Glycyphagus domesticus","Storage mite","Unassigned","Aero Mite","Glycyphagus Gly d 2","141","33772588","7"
"Glycyphagus domesticus","Storage mite","Unassigned","Aero Mite","Glycyphagus Gly d 2","125","48428170","9"
"Glycyphagus domesticus","Storage mite","Unassigned","Aero Mite","Glycyphagus Gly d 2","128","48428178","9"
"Lepidoglyphus destructor","Storage mite","Lep d 10","Aero Mite","Lepidoglyphus Lep d 10","284","14423956","7"
"Lepidoglyphus destructor","Storage mite","Lep d 13","Aero Mite","Lepidoglyphus Lep d 13","131","14423714","7"
"Lepidoglyphus destructor","Storage mite","Lep d 2","Aero Mite","Lepidoglyphus Lep d 2","141","2147108","7"
"Lepidoglyphus destructor","Storage mite","Lep d 2","Aero Mite","Lepidoglyphus Lep d 2","141","21213898","7"
"Lepidoglyphus destructor","Storage mite","Lep d 2","Aero Mite","Lepidoglyphus Lep d 2","141","21213900","7"
"Lepidoglyphus destructor","Storage mite","Lep d 2","Aero Mite","Lepidoglyphus Lep d 2","141","1582223","7"
"Lepidoglyphus destructor","Storage mite","Lep d 2","Aero Mite","Lepidoglyphus Lep d 2","141","1582222","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495274","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495278","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","140","34495280","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495282","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495284","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495286","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495288","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495290","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","1708793","9"
"Lepidoglyphus destructor","Storage mite","Lep d 5","Aero Mite","Lepidoglyphus Lep d 5","110","14423651","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 5","171","34495292","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 5","169","34495294","7"
"Lepidoglyphus destructor","Storage mite","Lep d 7","Aero Mite","Lepidoglyphus Lep d 7","216","14423650","7"
"Fragaria x ananassa","Strawberry","Fra a 1","Food Plant","Fragaria  Fra a 1","14","60389904","7"
"Fragaria x ananassa","Strawberry","Fra a 1","Food Plant","Fragaria  Fra a 1","74","60389905","7"
"Fragaria x ananassa","Strawberry","Fra a 1","Food Plant","Fragaria  Fra a 1","160","90185692","7"
"Fragaria x ananassa","Strawberry","Fra a 1","Food Plant","Fragaria  Fra a 1","159","90185688","7"
"Fragaria x ananassa","Strawberry","Fra a 1","Food Plant","Fragaria  Fra a 1","160","90185684","7"
"Fragaria x ananassa","Strawberry","Fra a 1","Food Plant","Fragaria  Fra a 1","160","90185682","7"
"Fragaria x ananassa","Strawberry","Fra a 1","Food Plant","Fragaria  Fra a 1","160","88082485","7"
"Helianthus annuus","Sunflower","Hel a 2","Aero Plant","Helianthus Hel a 2","133","3581965","7"
"Helianthus annuus","Sunflower","Unassigned","Food Plant","Helianthus Seed 2S albumin","141","112745","9"
"Anthoxanthum odoratum","Sweet vernal grass","Unassigned","Aero Plant","Anthoxanthum Ant o 1","26","320607","7"
"Anthoxanthum odoratum","Sweet vernal grass","Unassigned","Aero Plant","Anthoxanthum Ant o 1","32","75139986","7"
"Anthoxanthum odoratum","Sweet vernal grass","Unassigned","Aero Plant","Anthoxanthum Ant o 1","32","75139990","7"
"Schedonorus arundinaceus","Tall fescue","Unassigned","Aero Plant","Festuca group 1 allergen","35","75139991","7"
"Schedonorus arundinaceus","Tall fescue","Unassigned","Aero Plant","Festuca group 1 allergen","17","320610","7"
"Schedonorus arundinaceus","Tall fescue","Unassigned","Aero Plant","Festuca group 1 allergen","20","320611","7"
"Salsola kali","Thistle","Unassigned","Aero Plant","Salsola pectin methylesterase Sal k 1.01 & 1.02","362","51242679","8"
"Salsola kali","Thistle","Unassigned","Aero Plant","Salsola pectin methylesterase Sal k 1.01 & 1.02","339","59895728","8"
"Salsola kali","Thistle","Unassigned","Aero Plant","Salsola pectin methylesterase Sal k 1.01 & 1.02","339","59895730","8"
"Salsola kali","Thistle","Unassigned","Aero Plant","Salsola pectin methylesterase Sal k 1.01 & 1.02","339","225810597","10"
"Salsola kali","Thistle","Sal k 1","Aero Plant","Salsola Sal k 1","11","25090948","7"
"Salsola kali","Thistle","Sal k 1","Aero Plant","Salsola Sal k 1","8","25090949","7"
"Salsola kali","Thistle","Sal k 1","Aero Plant","Salsola Sal k 1","9","25090950","7"
"Salsola kali","Thistle","Sal k 1","Aero Plant","Salsola Sal k 1","14","25090951","7"
"Salsola kali","Thistle","Unassigned","Aero Plant","Salsola Sal k 3 pollen allergen","757","225810599","10"
"Salsola kali","Thistle","Unassigned","Aero Plant","Salsola Sal k 4 profilin","133","239916566","11"
"Nicotiana tabacum","Tobacco","Unassigned","Aero Plant","Nicotiana villin","520","57283139","7"
"Nicotiana tabacum","Tobacco","Unassigned","Aero Plant","Nicotiana villin","559","57283137","7"
"Lycopersicon esculentum","Tomato","Lyc e 1","Food Plant","Lycopersicon Lyc e 1","131","16555787","7"
"Lycopersicon esculentum","Tomato","Lyc e 1","Food Plant","Lycopersicon Lyc e 1","131","17224229","7"
"Lycopersicon esculentum","Tomato","Lyc e 2.0101","Food Plant","Lycopersicon Lyc e 2","553","18542113","7"
"Lycopersicon esculentum","Tomato","Lyc e 2.0102","Food Plant","Lycopersicon Lyc e 2","636","18542115","7"
"Lycopersicon esculentum","Tomato","Unassigned","Food Plant","Lycopersicon Lyc e 3","114","71360928","7"
"Lycopersicon esculentum","Tomato","Unassigned","Food Plant","Lycopersicon Lyc e 3","114","71360930","7"
"Solenopsis geminata","Tropical Fire Ant","Sol g 4","Venom or Salivary","Solenopsis Venom allergen IV","137","7638028","7"
"Solenopsis geminata","Tropical Fire Ant","Sol g 4","Venom or Salivary","Solenopsis Venom allergen IV","137","7638030","7"
"Lilium longiflorum","Trumpet lily","Unassigned","Aero Plant","Lilium polygalacturonase","413","73913442","8"
"Glossina morsitans morsitans","Tsetse fly","Unassigned","Venom or Salivary","Glossina Glo m 5","258","289740263","11"
"Glossina morsitans morsitans","Tsetse fly","Unassigned","Venom or Salivary","Glossina Glo m 5","259","289742475","11"
"Glossina morsitans morsitans","Tsetse fly","Unassigned","Venom or Salivary","Glossina Glo m 5","222","289742483","11"
"Glossina morsitans morsitans","Tsetse fly","Unassigned","Venom or Salivary","Glossina Glo m 5","259","8927462","11"
"Brassica rapa","Turnip","Unassigned","Aero Plant","Brassica Polcalcin Group II","80","2129805","7"
"Brassica rapa subsp. rapa","Turnip","Unassigned","Contact","Brassica Bra r 2","91","32363456","9"
"Brassica rapa subsp. rapa","Turnip","Unassigned","Aero Plant","Brassica Calcim binding protein Group I","79","59800144","7"
"Brassica rapa subsp. rapa","Turnip","Unassigned","Aero Plant","Brassica Polcalcin Group II","83","59800146","7"
"Holcus lanatus","Velvet grass","Unassigned","Aero Plant","Holcus group V","240","2266623","7"
"Holcus lanatus","Velvet grass","Unassigned","Aero Plant","Holcus group V","264","2266625","7"
"Holcus lanatus","Velvet grass","Unassigned","Aero Plant","Holcus group V","296","11991229","7"
"Holcus lanatus","Velvet grass","Hol l 1.0102","Aero Plant","Holcus Hol l 1","248","1167836","7"
"Holcus lanatus","Velvet grass","Unassigned","Aero Plant","Holcus Hol l 1","263","3860384","7"
"Holcus lanatus","Velvet grass","Unassigned","Aero Plant","Holcus Hol l 1","265","1171005","9"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia p hyaluronidase","345","302201583","12"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia p hyaluronidase","288","302425085","12"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia p venom allergen 5","141","290792375","11"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia p venom allergen 5","207","302595972","12"
"Polybia paulista","wasp","Pol p 1.0101","Venom or Salivary","Polybia Pol p 1.0101 phospholipase","322","166216292","9"
"Polybia paulista","wasp","Unassigned","Venom or Salivary","Polybia Pol p 1.0101 phospholipase","302","315190620","12"
"Vespa mandarinia","Wasp","Vesp m 5","Venom or Salivary","Vespa Venom allergen 5 hornets","202","6136165","7"
"Vespula flavopilosa","Wasp","Ves f 5","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","204","549189","7"
"Vespula germanica","Wasp","Unassigned","Venom or Salivary","Vespula Phospholipase A1- Ves m/v 1","300","74035843","7"
"Vespula germanica","Wasp","Ves g 5","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","204","549190","7"
"Vespula germanica","Wasp","Unassigned","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","204","74035841","7"
"Vespula germanica","Wasp","Unassigned","Venom or Salivary","Vespula Ves v 2","331","116174180","8"
"Vespula germanica","Wasp","Unassigned","Venom or Salivary","Vespula Ves v 2","323","116174182","8"
"Vespula maculifrons","Wasp","Ves m 1","Venom or Salivary","Vespula Phospholipase A1- Ves m/v 1","300","1709545","8"
"Vespula maculifrons","Wasp","Ves m 5","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","204","549191","7"
"Vespula maculifrons","Wasp","Unassigned","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","227","85681830","7"
"Vespula maculifrons","Wasp","Unassigned","Venom or Salivary","Vespula Ves m 2 Hyaluronidase","31","313118253","12"
"Vespula pensylvanica","Wasp","Ves p 5","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","204","549192","7"
"Vespula squamosa","Wasp","Ves s 5","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","205","549193","7"
"Vespula squamosa","Wasp","Unassigned","Venom or Salivary","Vespula Ves s 1 phospholipase","298","313471398","12"
"Vespula vidua","Wasp","Ves vi 5","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","206","549194","7"
"Vespula vulgaris","Wasp","Ves v 1","Venom or Salivary","Vespula Phospholipase A1- Ves m/v 1","336","897647","7"
"Vespula vulgaris","Wasp","Ves v 5","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","227","162551","7"
"Vespula vulgaris","Wasp","Ves v 5","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","204","4826574","7"
"Vespula vulgaris","Wasp","Ves v 5","Venom or Salivary","Vespula Venom allergen 5 yellow jackets","209","11514279","7"
"Vespula vulgaris","Wasp","Ves v 2","Venom or Salivary","Vespula Ves v 2","331","1346323","7"
"Vespula vulgaris","Wasp","Unassigned","Venom or Salivary","Vespula Ves v 2","340","62147665","7"
"Vespula vulgaris","Wasp","Unassigned","Venom or Salivary","Vespula Ves v 2","331","109157163","8"
"Vespula vulgaris","Wasp","Unassigned","Venom or Salivary","Vespula Ves v 3 dipeptidylpeptidase IV","776","313471718","12"
"Parietaria judaica","Weed","Par j 1","Aero Plant","Parietaria Par j 1","143","741844","7"
"Parietaria judaica","Weed","Par j 1.0102","Aero Plant","Parietaria Par j 1","176","1532058","7"
"Parietaria judaica","Weed","Par j 1.0201","Aero Plant","Parietaria Par j 1","138","2497749","7"
"Parietaria judaica","Weed","Par j 1.0101","Aero Plant","Parietaria Par j 1","139","3915783","7"
"Parietaria judaica","Weed","Par j 2.0102","Aero Plant","Parietaria Par j 2","133","1532056","7"
"Parietaria judaica","Weed","Par j 2.0101","Aero Plant","Parietaria Par j 2","133","2497750","7"
"Parietaria judaica","Weed","Par j 3","Aero Plant","Parietaria Par j 3","131","14423869","7"
"Parietaria judaica","Weed","Par j 3","Aero Plant","Parietaria Par j 3","132","14423876","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","12","75139847","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","17","1311509","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","15","1311510","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","15","1311511","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","15","1311512","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","30","1311513","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","24","1836011","7"
"Parietaria officinalis","Weed","Unassigned","Aero Plant","Parietaria Par o 1","25","1836010","7"
"Triatoma protracta","Western conenose","Tria p 1","Venom or Salivary","Triatoma Tria p 1","169","15426413","7"
"Ambrosia psilostachya","Western ragweed","Unassigned","Aero Plant","Ambrosia Amb a 5","77","515953","7"
"Ambrosia psilostachya","Western ragweed","Unassigned","Aero Plant","Ambrosia Amb a 5","77","515954","7"
"Ambrosia psilostachya","Western ragweed","Unassigned","Aero Plant","Ambrosia Amb a 5","77","515955","7"
"Ambrosia psilostachya","Western ragweed","Unassigned","Aero Plant","Ambrosia Amb a 5","77","515956","7"
"Ambrosia psilostachya","Western ragweed","Unassigned","Aero Plant","Ambrosia Amb a 5","77","515957","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum  Tri a 14 LTP_amylase inhibitor","113","417370","11"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum 5a2 protein","94","66840998","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum aAI CM16_17","143","195957140","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum aAI CM16_17","143","21711","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum aAI CM3","168","21713","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Alpha/beta gliadin IgE & celiac","286","21755","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","307","21673","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","296","21757","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","286","21761","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","313","21765","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","318","170710","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","291","170712","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","313","170718","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","286","170720","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","262","170722","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","297","170724","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","282","170726","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","186","170728","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","287","473876","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Alpha/beta gliadin IgE & celiac","259","1304264","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum Bakers asthma allergen #4","27","3913017","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum gamma gliadin IgE & celiac","302","170702","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum gamma gliadin IgE & celiac","291","170708","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum gamma gliadin IgE & celiac","304","170730","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum gamma gliadin IgE & celiac","323","170732","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum gamma gliadin IgE & celiac","244","170734","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum gamma gliadin IgE & celiac","251","170736","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum gamma gliadin IgE & celiac","327","170738","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum gamma gliadin IgE & celiac","279","1063270","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum gamma gliadin IgE & celiac","285","62484809","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum HMW glutenin","830","21743","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum HMW glutenin","648","21751","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum HMW glutenin","660","21779","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum HMW glutenin","39","21793","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum HMW glutenin","705","22090","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum HMW glutenin","815","170743","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum HMW glutenin","838","736319","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum HMW glutenin","101","897811","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","307","21773","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","356","21783","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","373","75317968","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","229","886963","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","261","886965","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","276","886967","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","285","75219081","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","326","62550933","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","369","335331566","12"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","439","73912496","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","359","208605344","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","272","208605346","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","346","208605348","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Profilin","141","1008443","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Profilin","140","1008445","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Profilin","138","1052817","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Profilin","131","190684061","11"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum putative flour allergens Constantin 2010","118","190684055","11"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum putative flour allergens Constantin 2010","222","190684057","11"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum putative flour allergens Constantin 2010","218","190684059","11"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum putative flour allergens Constantin 2010","213","190684063","11"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum putative leucine-rich repeat protein","137","66840996","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum serine carboxypeptidase II","260","66840994","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum serine carboxypeptidase II","444","125987805","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Serine protease inhibitor","399","1885350","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum serine proteinase inhibitor-like","84","154101366","10"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum serine proteinase inhibitor-like","84","122065237","11"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Thaumatin-like","173","135917","12"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum Tri a 29","120","253783731","11"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum Tri a 29","120","283465827","11"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 29","145","21701","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Triosephosphate isomerase","253","11124572","7"
"Triticum turgidum","Wheat","Unassigned","Aero Plant","Triticum aAI CM16_17","18","244610","7"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum aAI CM16_17","143","21916","7"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum aAI CM3","168","100834","7"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","295","21926","7"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum LMW glutenin","285","21930","7"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum Tri a 29","145","21920","7"
"Triticum urartu","Wheat","Unassigned","Food Plant","Triticum Alpha/beta gliadin IgE & celiac","296","170740","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009434","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009436","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009438","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009440","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","1009442","7"
"Sinapis alba","White mustard","Sin a 1","Food Plant","Sinapis Sin a 1.01","145","51338758","7"
"Sinapis alba","White mustard","Sin a 2.0101","Food Plant","Sinapis Sin a 2.01 11S globulin","510","62240390","7"
"Sinapis alba","White mustard","Unassigned","Food Plant","Sinapis Sin a 2.01 11S globulin","523","62240392","7"
"Sinapis alba","White mustard","Sin a 3.0101","Food Plant","Sinapis Sin a 3.01 LTP","92","156778059","12"
"Sinapis alba","White mustard","Sin a 4.0101","Food Plant","Sinapis Sin a 4.01 profilin","131","156778061","12"
"Dolichovespula maculata","Whiteface hornet","Dol m 1","Venom or Salivary","Dolichovespula Dol m 1","317","548449","7"
"Dolichovespula maculata","Whiteface hornet","Dol m 1","Venom or Salivary","Dolichovespula Dol m 1","303","1709542","7"
"Dolichovespula maculata","Whiteface hornet","Dol m 2","Venom or Salivary","Dolichovespula Dol m 2","331","1346322","7"
"Dolichovespula maculata","Whiteface hornet","Dol m 5","Venom or Salivary","Dolichovespula Venom allergen 5","227","137395","7"
"Dolichovespula maculata","Whiteface hornet","Dol m 5","Venom or Salivary","Dolichovespula Venom allergen 5","215","549186","7"
"Candida albicans","Yeast","Cand a 3","Contact","Candida Cand a 3","236","37548637","7"
"Candida albicans","Yeast","Unassigned","Contact","Candida Enolase 1","440","232054","7"
"Malassezia furfur","Yeast","Unassigned","Contact","Malassezia Mala f 2","177","3914386","8"
"Malassezia furfur","Yeast","Unassigned","Contact","Malassezia Mala f 3","166","3914387","8"
"Malassezia furfur","Yeast","Mala f 4","Contact","Malassezia Mala f 4","342","4587985","7"
"Malassezia furfur","Yeast","Unassigned","Contact","Malassezia Mala s 1","350","13959403","7"
"Malassezia sympodialis","Yeast","Mala s 11","Contact","Malassezia Mala s 11","237","28569698","7"
"Malassezia sympodialis","Yeast","Unassigned","Contact","Malassezia Mala s 12","618","78038796","7"
"Malassezia sympodialis","Yeast","Unassigned","Contact","Malassezia Mala s 13 Thioredoxin Rev","121","119390336","8"
"Malassezia sympodialis","Yeast","Mala s 5","Contact","Malassezia Mala s 5","172","4138171","7"
"Malassezia sympodialis","Yeast","Mala s 6","Contact","Malassezia Mala s 6","162","4138173","7"
"Malassezia sympodialis","Yeast","Mala s 7","Contact","Malassezia Mala s 7","187","4138175","7"
"Malassezia sympodialis","Yeast","Mala s 8","Contact","Malassezia Mala s 8","179","7271239","7"
